user_id,task_id,event_type,action,timestamp,original_prompt,modified_prompt,highlighted_terms,medical_term_count,prompt_count,message_id,model_type,model_name,group,edit_distance,diff_type,action_type,last_prompt
ac1e0c19-6342-49c8-878c-c063876a9129,1,,HIGHLIGHT_METRICS,2025-05-26T20:56:52.652431,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hello
ac1e0c19-6342-49c8-878c-c063876a9129,2,,HIGHLIGHT_METRICS,2025-05-26T20:57:06.446284,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,st
fa8abc93-c131-435c-ad06-55d445465030,1,,HIGHLIGHT_METRICS,2025-05-26T21:02:48.566088,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,sadfsa
fa8abc93-c131-435c-ad06-55d445465030,2,,HIGHLIGHT_METRICS,2025-05-26T21:03:02.875755,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,hi
fa8abc93-c131-435c-ad06-55d445465030,3,,HIGHLIGHT_METRICS,2025-05-26T21:03:16.952460,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,hello
e4e4095e-4c6e-4be0-8e01-a0135832b58d,1,,HIGHLIGHT_METRICS,2025-05-26T21:05:28.169400,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,sdf
e4e4095e-4c6e-4be0-8e01-a0135832b58d,2,,HIGHLIGHT_METRICS,2025-05-26T21:05:53.177851,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hi
e4e4095e-4c6e-4be0-8e01-a0135832b58d,3,,HIGHLIGHT_METRICS,2025-05-26T21:07:02.173202,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hi
d1e89ace-4a6a-4974-b998-944a5a1e2fbd,1,,HIGHLIGHT_METRICS,2025-05-26T21:10:42.492897,,,,0,1,,A,,A,,,HIGHLIGHT_METRICS,hello
0d442ab4-e8f8-4643-a14a-8882425f9437,1,,HIGHLIGHT_METRICS,2025-05-26T21:12:01.859500,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hi
0d442ab4-e8f8-4643-a14a-8882425f9437,2,,HIGHLIGHT_METRICS,2025-05-26T21:12:17.881053,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hello
75302fd5-454e-411a-97ce-c27f857d999d,1,,HIGHLIGHT_METRICS,2025-05-26T21:17:20.745394,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hi
75302fd5-454e-411a-97ce-c27f857d999d,2,,HIGHLIGHT_METRICS,2025-05-26T21:17:37.779397,,,,0,1,,B,,B,,,HIGHLIGHT_METRICS,hello
ce44f71a-a638-4614-8e45-d4750ad56c30,1,,HIGHLIGHT_METRICS,2025-05-27T09:12:25.306332,,,"pain,fatigue,patient,fever,shortness of breath,chest pain,or,cough",8,1,,B,,B,,,HIGHLIGHT_METRICS,"what could be a diagnosis?

The patient, a 45-year-old male, presents with chief complaints of right-sided chest pain and shortness of breath. He describes the pain as sharp and intermittent, exacerbated by movement or deep inspiration. The patient also reports experiencing fatigue for two weeks but denies fever, cough, or any recent travel."
